HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,Month,Day,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,MID_LATITUDE,MID_LONGITUDE,GIS_STATION,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT,SPECIES_CODE,SEX,LENGTH,LENGTH_1MM,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,CALCULATED_WEIGHT,CALCULATED_WEIGHT_1MM,WEIGHT,SAMPLING_FACTOR
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,59.7,59,2,0,0,0,,,,,,,146.4973362,141.1911053,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,64.4,64,2,0,0,0,,,,,,,185.6844627,182.1007145,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,60.8,60,2,0,0,0,,,,,,,155.107239,148.8123708,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,64.9,64,2,0,0,0,,,,,,,190.2312387,182.1007145,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,65.8,65,2,0,0,0,,,,,,,198.6052645,191.1495916,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,63.1,63,2,0,0,0,,,,,,,174.2098864,173.3477587,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,68.8,68,2,0,0,0,,,,,,,228.3263026,220.1240079,226,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,70.4,70,2,0,0,0,,,,,,,245.3500482,241.0158743,260,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,68.4,68,2,0,0,0,,,,,,,224.1996379,220.1240079,222,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,76.7,76,2,0,0,1,,,,,,,320.7872737,311.7183178,264,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,2,68,68,2,0,0,0,,,,,,,220.1240079,220.1240079,214,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,79.7,79,2,,,,,,,,,,378.8093768,368.4559273,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,66.2,66,2,,,,,,,,,,211.4599658,209.4596027,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,75.9,75,2,,,,,,,,,,324.9170227,312.9671427,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,81.1,81,2,,,,,,,,,,400.1079329,398.5601966,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,70.1,70,2,,,,,,,,,,253.117289,251.9847467,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,78.8,78,2,,,,,,,,,,365.5336264,354.0023563,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,72.2,72,2,,,,,,,,,,277.7097549,275.3003519,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,69.9,69,2,,,,,,,,,,250.8556636,240.8486497,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,78.4,78,2,,,,,,,,,,359.7364964,354.0023563,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,71.9,71,2,,,,,,,,,,274.1010116,263.4667655,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,78.2,78,2,,,,,,,,,,356.8615755,354.0023563,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,63.7,63,2,,,,,,,,,,187.3741111,180.9817118,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,73.6,73,2,,,,,,,,,,294.9794749,287.4911629,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,74.2,74,2,,,,,,,,,,302.5996543,300.0448668,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,72.8,72,2,,,,,,,,,,285.0241508,275.3003519,,1
-19509,94,201902,11,3,0,8042019,8,4,1351,0.52,2.892,14.507,N,2.427,64.01354,-165.32112,BB-05,16,18,13.2,12.7,91,44,15,1,0.0122319,69322,1,72.8,72,2,,,,,,,,,,285.0241508,275.3003519,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,57.7,57,2,,,,,,,,,,137.3240199,132.1582959,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,71.5,71,2,,,,,,,,,,269.3392594,263.4667655,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,68.2,68,2,,,,,,,,,,232.185049,230.05284,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,55.3,55,2,,,,,,,,,,120.1674247,118.1314501,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,69.7,69,2,,,,,,,,,,248.6078524,240.8486497,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,69,69,2,,,,,,,,,,240.8486497,240.8486497,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,57,57,2,,,,,,,,,,132.1582959,132.1582959,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,85.7,85,2,,,,,,,,,,475.8208006,463.7183883,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,64.7,64,2,,,,,,,,,,196.7706108,190.1601926,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,86.8,86,2,,,,,,,,,,495.2710791,481.0728017,482,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,70.7,70,2,,,,,,,,,,259.9855024,251.9847467,256,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,69,69,2,,,,,,,,,,240.8486497,240.8486497,248,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,68.3,68,2,,,,,,,,,,233.2561875,230.05284,228,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,76.4,76,2,,,,,,,,,,331.6883658,326.2636806,322,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,1,75.7,75,2,,,,,,,,,,322.2350828,312.9671427,320,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,93.9,93,2,2,1,2,,,,,,,652.7300527,636.1834438,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,67.2,67,2,0,0,0,,,,,,,212.1245065,210.1560024,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,64.1,64,2,0,0,0,,,,,,,182.9921997,182.1007145,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,62.5,62,2,0,0,0,,,,,,,169.0806227,164.8855141,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,60.4,60,2,0,0,0,,,,,,,151.9376278,148.8123708,,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,62.5,62,2,0,0,0,,,,,,,169.0806227,164.8855141,178,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,60.8,60,2,0,0,0,,,,,,,155.107239,148.8123708,152,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,62.8,62,2,0,0,0,,,,,,,171.6322194,164.8855141,160,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,57.3,57,2,0,0,0,,,,,,,128.8517917,126.753352,128,1
-19510,94,201902,12,3,0,8042019,8,4,1701,0.515,2.819,14.951,Y,2.255,64.00353,-164.54903,BB-06,17,19,13.6,13.2,91,44,15,1,0.012288061,69322,2,67.5,67,2,0,0,0,,,,,,,215.1007255,210.1560024,228,1
-19574,94,201902,14,3,0,8052019,8,5,747,0.527,2.886,14.726,N,2.883,64.32498,-164.53171,CC-06,13,16,12.9,12.7,91,44,15,1,0.012390795,69322,1,40.2,40,2,,,,,,,,,,44.12806563,43.44207559,,1
-19574,94,201902,14,3,0,8052019,8,5,747,0.527,2.886,14.726,N,2.883,64.32498,-164.53171,CC-06,13,16,12.9,12.7,91,44,15,1,0.012390795,69322,1,78.7,78,2,,,,,,,,,,364.0784185,354.0023563,334,1
-19574,94,201902,14,3,0,8052019,8,5,747,0.527,2.886,14.726,N,2.883,64.32498,-164.53171,CC-06,13,16,12.9,12.7,91,44,15,1,0.012390795,69322,2,73.4,73,2,2,1,3,,,,,,,338.4891138,333.5934961,272,1
-19575,94,201902,15,3,0,8052019,8,5,1021,0.516,2.895,15.254,N,2.673,64.33799,-163.78272,CC-07,16,19,14.2,13.4,91,44,15,1,0.012875092,69322,,,,,,,,,,,,,,,0,,
-19576,94,201902,16,3,0,8052019,8,5,1301,0.514,2.679,13.67,Y,2.83,64.00213,-163.77489,BB-07,17,20,12.6,10.5,91,44,15,1,0.010677246,69322,1,66.3,66,2,,,,,,,,,,212.4650131,209.4596027,184,1
-19576,94,201902,16,3,0,8052019,8,5,1301,0.514,2.679,13.67,Y,2.83,64.00213,-163.77489,BB-07,17,20,12.6,10.5,91,44,15,1,0.010677246,69322,1,56.4,56,2,,,,,,,,,,127.8373146,125.0107998,132,1
-19576,94,201902,16,3,0,8052019,8,5,1301,0.514,2.679,13.67,Y,2.83,64.00213,-163.77489,BB-07,17,20,12.6,10.5,91,44,15,1,0.010677246,69322,1,81.6,81,2,,,,,,,,,,407.9081093,398.5601966,346,1
-19576,94,201902,16,3,0,8052019,8,5,1301,0.514,2.679,13.67,Y,2.83,64.00213,-163.77489,BB-07,17,20,12.6,10.5,91,44,15,1,0.010677246,69322,1,69.1,69,2,,,,,,,,,,241.9468536,240.8486497,226,1
-19576,94,201902,16,3,0,8052019,8,5,1301,0.514,2.679,13.67,Y,2.83,64.00213,-163.77489,BB-07,17,20,12.6,10.5,91,44,15,1,0.010677246,69322,2,71.5,71,2,0,0,0,,,,,,,257.5418864,251.9502668,220,1
-19576,94,201902,16,3,0,8052019,8,5,1301,0.514,2.679,13.67,Y,2.83,64.00213,-163.77489,BB-07,17,20,12.6,10.5,91,44,15,1,0.010677246,69322,2,60.5,60,2,0,0,0,,,,,,,152.7258595,148.8123708,148,1
-19577,94,201902,17,3,0,8052019,8,5,1532,0.518,2.731,14.609,Y,2.652,64.00249,-163.06424,BB-08,17,20,14,10.7,91,44,15,1,0.011632156,69322,,,,,,,,,,,,,,,0,,
-19734,94,201902,19,3,0,8062019,8,6,703,0.516,2.794,13.599,Y,2.719,64.24736,-163.12622,CC-08,18,21,14.3,13.5,91,44,15,2,0.011077746,69322,,,,,,,,,,,,,,,0,,
-19735,94,201902,20,3,0,8062019,8,6,953,0.517,2.924,14.365,Y,2.696,64.33142,-162.27471,CC-09,16,19,15.4,14,91,44,15,1,0.012246191,69322,,,,,,,,,,,,,,,0,,
-19736,94,201902,21,3,0,8062019,8,6,1219,0.526,2.992,14.562,Y,2.511,64.31501,-161.56173,CC-10,12,15,15.6,15.3,91,44,15,1,0.012702835,69322,,,,,,,,,,,,,,,0,,
-19737,94,201902,22,3,0,8062019,8,6,1502,0.528,2.828,15.479,Y,1.839,63.99759,-161.52759,BB-10,17,19,14.9,14.2,91,44,15,1,0.012762635,69322,,,,,,,,,,,,,,,0,,
-19738,94,201902,23,3,0,8062019,8,6,1745,0.53,2.991,13.943,Y,2.662,63.99935,-162.31633,BB-09,15,18,14.5,13,91,44,15,1,0.012158799,69322,1,129.6,129,3,,,,,,,,,,1744.628513,1719.381554,1638,1
-19738,94,201902,23,3,0,8062019,8,6,1745,0.53,2.991,13.943,Y,2.662,63.99935,-162.31633,BB-09,15,18,14.5,13,91,44,15,1,0.012158799,69322,1,41.9,41,2,,,,,,,,,,50.25984116,46.9459152,48,1
-19738,94,201902,23,3,0,8062019,8,6,1745,0.53,2.991,13.943,Y,2.662,63.99935,-162.31633,BB-09,15,18,14.5,13,91,44,15,1,0.012158799,69322,1,45.6,45,2,,,,,,,,,,65.56434263,62.89233585,62,1
-19738,94,201902,23,3,0,8062019,8,6,1745,0.53,2.991,13.943,Y,2.662,63.99935,-162.31633,BB-09,15,18,14.5,13,91,44,15,1,0.012158799,69322,2,40.8,40,2,0,0,0,,,,,,,44.53836645,41.86328703,,1
-19738,94,201902,23,3,0,8062019,8,6,1745,0.53,2.991,13.943,Y,2.662,63.99935,-162.31633,BB-09,15,18,14.5,13,91,44,15,1,0.012158799,69322,2,41.2,41,2,0,0,0,,,,,,,45.91849013,45.22484681,,1
-19738,94,201902,23,3,0,8062019,8,6,1745,0.53,2.991,13.943,Y,2.662,63.99935,-162.31633,BB-09,15,18,14.5,13,91,44,15,1,0.012158799,69322,2,108.3,108,2,2,1,5,,,,,,,954.8415615,947.8060784,718,1
-19738,94,201902,23,3,0,8062019,8,6,1745,0.53,2.991,13.943,Y,2.662,63.99935,-162.31633,BB-09,15,18,14.5,13,91,44,15,1,0.012158799,69322,2,81,81,2,2,1,4,,,,,,,440.1729217,440.1729217,358,1
-19744,94,201902,25,3,0,8072019,8,7,749,0.524,2.745,13.34,Y,2.884,63.66912,-163.04993,AA-08,12,15,14.8,13.9,91,44,15,1,0.010676188,69322,,,,,,,,,,,,,,,0,,
-19745,94,201902,26,3,0,8072019,8,7,1024,0.521,2.842,14.133,Y,2.672,63.66516,-163.80997,AA-07,12,15,14.3,13.8,91,44,15,1,0.011710528,69322,,,,,,,,,,,,,,,0,,
-19747,94,201902,28,3,0,8072019,8,7,1353,0.536,3.163,14.466,Y,2.615,63.67351,-164.57391,AA-06,9,12,13.1,13,91,44,15,1,0.013340303,69322,,,,,,,,,,,,,,,0,,
-19748,94,201902,29,3,0,8072019,8,7,1617,0.529,2.874,14.18,Y,2.757,63.66399,-165.30845,AA-05,15,18,13.4,12,91,44,15,1,0.011881767,69322,2,69.2,69,2,0,0,0,,,,,,,232.5043389,230.4088782,232,1
-19748,94,201902,29,3,0,8072019,8,7,1617,0.529,2.874,14.18,Y,2.757,63.66399,-165.30845,AA-05,15,18,13.4,12,91,44,15,1,0.011881767,69322,1,73,73,2,,,,,,,,,,287.4911629,287.4911629,,1
-19748,94,201902,29,3,0,8072019,8,7,1617,0.529,2.874,14.18,Y,2.757,63.66399,-165.30845,AA-05,15,18,13.4,12,91,44,15,1,0.011881767,69322,1,54.2,54,2,,,,,,,,,,112.8173673,111.5147886,112,1
-19749,94,201902,30,3,0,8082019,8,8,709,0.53,2.96,15.593,Y,2.157,63.33161,-165.30584,ZZ-05,13,15,14.1,13.3,91,44,15,1,0.013456727,69322,,,,,,,,,,,,,,,0,,
-19750,94,201902,31,3,0,8082019,8,8,940,0.531,2.918,15.471,Y,2.39,63.33412,-166.03867,ZZ-04,22,24,11.6,10.4,137,44,15,1,0.013161995,69322,1,67,67,2,,,,,,,,,,219.5916947,219.5916947,,1
-19750,94,201902,31,3,0,8082019,8,8,940,0.531,2.918,15.471,Y,2.39,63.33412,-166.03867,ZZ-04,22,24,11.6,10.4,137,44,15,1,0.013161995,69322,1,66.8,66,2,,,,,,,,,,217.5391314,209.4596027,224,1
-19750,94,201902,31,3,0,8082019,8,8,940,0.531,2.918,15.471,Y,2.39,63.33412,-166.03867,ZZ-04,22,24,11.6,10.4,137,44,15,1,0.013161995,69322,1,61.3,61,2,,,,,,,,,,166.0792628,163.5393842,158,1
-19750,94,201902,31,3,0,8082019,8,8,940,0.531,2.918,15.471,Y,2.39,63.33412,-166.03867,ZZ-04,22,24,11.6,10.4,137,44,15,1,0.013161995,69322,2,89.1,89,2,2,1,5,,,,,,,567.5176423,565.8210868,550,1
-19750,94,201902,31,3,0,8082019,8,8,940,0.531,2.918,15.471,Y,2.39,63.33412,-166.03867,ZZ-04,22,24,11.6,10.4,137,44,15,1,0.013161995,69322,2,66.4,66,2,0,0,0,,,,,,,204.3251093,200.4996106,162,1
-19750,94,201902,31,3,0,8082019,8,8,940,0.531,2.918,15.471,Y,2.39,63.33412,-166.03867,ZZ-04,22,24,11.6,10.4,137,44,15,1,0.013161995,69322,2,68.7,68,2,0,0,0,,,,,,,227.2898335,220.1240079,220,1
-19750,94,201902,31,3,0,8082019,8,8,940,0.531,2.918,15.471,Y,2.39,63.33412,-166.03867,ZZ-04,22,24,11.6,10.4,137,44,15,1,0.013161995,69322,2,68.3,68,2,0,0,0,,,,,,,223.175959,220.1240079,240,1
-19752,94,201902,33,3,0,8082019,8,8,1312,0.524,2.742,15.415,Y,2.708,63.33672,-166.76685,ZZ-03,24,27,9.2,6.9,137,44,15,1,0.012323357,69322,,,,,,,,,,,,,,,0,,
-19753,94,201902,34,3,0,8082019,8,8,1642,0.516,2.969,14.534,Y,2.633,63.00113,-166.01628,Y-04,18,21,11.9,10.8,91,44,15,1,0.012580949,69322,,,,,,,,,,,,,,,0,,
-19759,94,201902,35,3,0,8092019,8,9,732,0.524,2.799,15.676,Y,2.518,63.00628,-166.75543,Y-03,26,29,10.9,9.1,137,44,15,1,0.012792522,69322,,,,,,,,,,,,,,,0,,
-19761,94,201902,37,3,0,8092019,8,9,1047,0.527,2.933,15.496,Y,2.526,62.66153,-166.74672,X-03,23,26,11.3,9.8,137,44,15,1,0.013251032,69322,,,,,,,,,,,,,,,0,,
-19762,94,201902,38,3,0,8092019,8,9,1321,0.512,2.742,14.568,Y,2.587,62.34039,-166.73713,W-03,20,23,12.3,11.6,91,44,15,1,0.011646232,69322,,,,,,,,,,,,,,,0,,
-19764,94,201902,40,3,0,8092019,8,9,1657,0.515,2.86,15.043,Y,2.615,62.00497,-166.69534,V-03,19,22,13,11.9,91,44,15,1,0.012543494,69322,,,,,,,,,,,,,,,0,,
-19772,94,201902,41,3,0,8102019,8,10,738,0.528,2.8,15.384,Y,2.396,61.99045,-167.4153,V-02,24,26,11.1,10.4,137,44,15,1,0.012558719,69322,,,,,,,,,,,,,,,0,,
-19773,94,201902,42,3,0,8102019,8,10,1019,0.526,2.751,15.111,Y,2.58,62.33572,-167.43813,W-02,24,27,10.6,8.7,137,44,15,1,0.012119978,69322,,,,,,,,,,,,,,,0,,
-19774,94,201902,43,3,0,8102019,8,10,1251,0.52,2.855,14.978,Y,2.449,62.66956,-167.44909,X-02,27,29,9.1,7.9,137,44,15,2,0.01246746,69322,,,,,,,,,,,,,,,0,,
-19775,94,201902,44,3,0,8102019,8,10,1521,0.52,2.831,15.675,Y,2.568,62.99882,-167.48873,Y-02,31,34,8.6,3.9,137,44,15,2,0.01293795,69322,1,156.3,156,2,,,,,,,,,,3142.410942,3123.502898,,1
-19776,94,201902,45,3,1.12,8102019,8,10,1749,0.431,2.367,16.368,Y,2.443,63.34104,-167.51352,ZZ-02,31,33,9.2,3.6,137,44,15,1,0.011295668,69322,,,,,,,,,,,,,,,0,,
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,70.7,70,3,,,,,,,,,,259.9855024,251.9847467,,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,83.7,83,2,,,,,,,,,,441.8022263,430.2989699,,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,70.4,70,2,,,,,,,,,,256.5357277,251.9847467,246,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,75.4,75,2,,,,,,,,,,318.2405274,312.9671427,352,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,65.5,65,2,,,,,,,,,,204.5152013,199.6509644,212,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,75.7,75,2,,,,,,,,,,322.2350828,312.9671427,278,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,72.1,72,2,,,,,,,,,,276.5032644,275.3003519,304,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,63.4,63,2,,,,,,,,,,184.6159855,180.9817118,274,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,65.1,65,2,,,,,,,,,,200.6174322,199.6509644,276,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,86.1,86,2,,,,,,,,,,482.8322117,481.0728017,496,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,74.1,74,2,,,,,,,,,,301.3204148,300.0448668,332,1
-19781,94,201902,47,3,0,8112019,8,11,822,0.517,2.701,16.465,Y,2.412,63.99847,-166.81108,BB-03,30,32,8.1,5.1,137,44,15,1,0.01296595,69322,1,76.2,76,2,,,,,,,,,,328.9684012,326.2636806,372,1
