HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,MID_LATITUDE,MID_LONGITUDE,GIS_STATION,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT_VARIABLE,AREA_SWEPT_FIXED,SPECIES_CODE,SEX,LENGTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,CALCULATED_WEIGHT,WEIGHT,SAMPLING_FACTOR
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,102,3,,,,,,,,,,874.4637473,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,117,3,,,,,,,,,,1339.318794,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,96,1,,,,,,,,,,724.3252701,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,85,2,,,,,,,,,,496.2644523,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,92,2,,,,,,,,,,634.6039561,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,132,2,,,,,,,,,,1948.327552,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,114,2,,,,,,,,,,1235.46965,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,113,3,,,,,,,,,,1202.106173,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,104,3,,,,,,,,,,928.8487342,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,83,3,,,,,,,,,,460.874378,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,105,3,,,,,,,,,,956.8816302,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,74,3,,,,,,,,,,322.6279651,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,113,3,,,,,,,,,,1202.106173,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,108,3,,,,,,,,,,1044.413812,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,109,3,,,,,,,,,,1074.755706,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,127,4,,,,,,,,,,1728.041942,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,118,4,,,,,,,,,,1375.208257,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,130,4,,,,,,,,,,1858.059922,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,2,89,3,0,0,1,,,,,,,549.585633,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,117,1,,,,,,,,,,1339.318794,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,110,1,,,,,,,,,,1105.689868,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,108,1,,,,,,,,,,1044.413812,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,106,2,,,,,,,,,,985.4827775,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,127,2,,,,,,,,,,1728.041942,,1
-8991,89,201201,149,3,0,7082012,711,0.514,2.905,17.279,Y,1.449,60.67418,-172.78001,R-24,43,44,5.7,0,183,44,15,1,0.014634665,0.012907708,69323,1,131,2,,,,,,,,,,1902.830752,,1
-8992,89,201201,150,3,0,7082012,934,0.512,2.786,18.648,Y,1.911,61.00191,-172.8191,S-24,65,67,5.9,-1.5,229,44,15,1,0.015147167,0.012378959,69323,2,90,2,2,1,5,,,,,,,563.7032678,,1
-8992,89,201201,150,3,0,7082012,934,0.512,2.786,18.648,Y,1.911,61.00191,-172.8191,S-24,65,67,5.9,-1.5,229,44,15,1,0.015147167,0.012378959,69323,1,115,2,,,,,,,,,,1269.455546,,1
-8993,89,201201,151,3,0,7082012,1201,0.529,2.891,15.94,Y,2.297,61.00349,-173.49805,S-25,73,75,7.1,-1.6,274,44,15,1,0.013435519,0.012845502,69323,,,,,,,,,,,,,,,
-8994,89,201201,152,3,0,7082012,1431,0.508,2.771,17.14,Y,1.932,60.66565,-173.4666,R-25,64,66,6.4,-1.4,229,44,15,1,0.013847309,0.01231231,69323,1,76,2,,,,,,,,,,350.5005606,,1
-8994,89,201201,152,3,0,7082012,1431,0.508,2.771,17.14,Y,1.932,60.66565,-173.4666,R-25,64,66,6.4,-1.4,229,44,15,1,0.013847309,0.01231231,69323,2,81,2,0,0,1,,,,,,,443.7936142,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,109,2,,,,,,,,,,1074.755706,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,77,2,,,,,,,,,,365.0299221,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,117,1,,,,,,,,,,1339.318794,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,82,2,,,,,,,,,,443.8392843,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,117,2,,,,,,,,,,1339.318794,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,86,3,,,,,,,,,,514.6311333,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,107,2,,,,,,,,,,1014.658171,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,107,2,,,,,,,,,,1014.658171,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,1,96,2,,,,,,,,,,724.3252701,,1
-8995,89,201201,153,3,2.1,7082012,1725,0.259,1.444,16.109,Y,2.018,60.29105,-173.37638,Q-25,60,62,6.6,-1.4,229,44,15,1,0.006781938,0.006416086,69323,2,70,2,0,0,0,,,,,,,318.6343604,,1
-8996,89,201201,154,3,0,7092012,712,0.501,2.761,17.828,Y,,60.12626,-173.76089,QP2625,86,87,6.8,-1.1,274,44,15,1,0.014351162,0.012267877,69323,1,118,2,,,,,,,,,,1375.208257,,1
-8997,89,201201,155,3,5,7092012,924,0.318,1.82,17.482,Y,2.073,60.3322,-174.07263,Q-26,88,90,6.3,-0.9,320,44,15,1,0.009276423,0.008086757,69323,1,110,2,,,,,,,,,,1105.689868,,1
-8997,89,201201,155,3,5,7092012,924,0.318,1.82,17.482,Y,2.073,60.3322,-174.07263,Q-26,88,90,6.3,-0.9,320,44,15,1,0.009276423,0.008086757,69323,1,98,2,,,,,,,,,,772.2496996,,1
-8997,89,201201,155,3,5,7092012,924,0.318,1.82,17.482,Y,2.073,60.3322,-174.07263,Q-26,88,90,6.3,-0.9,320,44,15,1,0.009276423,0.008086757,69323,1,112,3,,,,,,,,,,1169.359074,,1
-8997,89,201201,155,3,5,7092012,924,0.318,1.82,17.482,Y,2.073,60.3322,-174.07263,Q-26,88,90,6.3,-0.9,320,44,15,1,0.009276423,0.008086757,69323,1,111,3,,,,,,,,,,1137.222316,,1
-8997,89,201201,155,3,5,7092012,924,0.318,1.82,17.482,Y,2.073,60.3322,-174.07263,Q-26,88,90,6.3,-0.9,320,44,15,1,0.009276423,0.008086757,69323,1,122,2,,,,,,,,,,1525.293277,,1
-8998,89,201201,156,3,0,7092012,1110,0.541,2.958,17.63,N,1.669,60.1732,-174.35478,QP2726,99,101,6.6,-0.1,320,44,15,1,0.015204373,0.013143202,69323,1,127,3,,,,,,,,,,1728.041942,,1
-8998,89,201201,156,3,0,7092012,1110,0.541,2.958,17.63,N,1.669,60.1732,-174.35478,QP2726,99,101,6.6,-0.1,320,44,15,1,0.015204373,0.013143202,69323,1,101,2,,,,,,,,,,848.0996974,,1
-8998,89,201201,156,3,0,7092012,1110,0.541,2.958,17.63,N,1.669,60.1732,-174.35478,QP2726,99,101,6.6,-0.1,320,44,15,1,0.015204373,0.013143202,69323,1,130,3,,,,,,,,,,1858.059922,,1
-8999,89,201201,157,3,0,7092012,1323,0.486,2.753,20.269,Y,1.4,60.33366,-174.71247,Q-27,102,103,7.1,0,320,44,15,1,0.016268839,0.012232331,69323,,,,,,,,,,,,,,,
-9000,89,201201,158,3,0,7092012,1553,0.543,3.06,17.05,Y,2.005,59.99615,-174.59635,P-27,106,108,7.1,0.4,366,44,15,2,0.015211213,0.013596416,69323,1,120,2,,,,,,,,,,1448.933185,,1
-9000,89,201201,158,3,0,7092012,1553,0.543,3.06,17.05,Y,2.005,59.99615,-174.59635,P-27,106,108,7.1,0.4,366,44,15,2,0.015211213,0.013596416,69323,1,120,2,,,,,,,,,,1448.933185,,1
-9000,89,201201,158,3,0,7092012,1553,0.543,3.06,17.05,Y,2.005,59.99615,-174.59635,P-27,106,108,7.1,0.4,366,44,15,2,0.015211213,0.013596416,69323,1,129,2,,,,,,,,,,1814.008928,,1
-9000,89,201201,158,3,0,7092012,1553,0.543,3.06,17.05,Y,2.005,59.99615,-174.59635,P-27,106,108,7.1,0.4,366,44,15,2,0.015211213,0.013596416,69323,1,119,3,,,,,,,,,,1411.744364,,1
-9001,89,201201,159,3,0,7102012,716,0.544,3.061,21.092,Y,1.4,59.99915,-173.96742,P-26,96,97,7.6,-0.1,320,44,15,1,0.018823446,0.013600859,69323,1,130,3,,,,,,,,,,1858.059922,,1
-9001,89,201201,159,3,0,7102012,716,0.544,3.061,21.092,Y,1.4,59.99915,-173.96742,P-26,96,97,7.6,-0.1,320,44,15,1,0.018823446,0.013600859,69323,1,101,3,,,,,,,,,,848.0996974,,1
-9001,89,201201,159,3,0,7102012,716,0.544,3.061,21.092,Y,1.4,59.99915,-173.96742,P-26,96,97,7.6,-0.1,320,44,15,1,0.018823446,0.013600859,69323,1,138,3,,,,,,,,,,2236.897785,,1
-9001,89,201201,159,3,0,7102012,716,0.544,3.061,21.092,Y,1.4,59.99915,-173.96742,P-26,96,97,7.6,-0.1,320,44,15,1,0.018823446,0.013600859,69323,1,143,3,,,,,,,,,,2498.465338,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,121,3,,,,,,,,,,1486.780796,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,122,2,,,,,,,,,,1525.293277,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,112,2,,,,,,,,,,1169.359074,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,125,2,,,,,,,,,,1644.88083,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,126,2,,,,,,,,,,1686.113709,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,111,2,,,,,,,,,,1137.222316,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,135,2,,,,,,,,,,2089.235172,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,130,2,,,,,,,,,,1858.059922,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,127,2,,,,,,,,,,1728.041942,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,117,2,,,,,,,,,,1339.318794,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,124,2,,,,,,,,,,1604.3372,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,107,2,,,,,,,,,,1014.658171,,1
-9002,89,201201,160,3,0,7102012,930,0.526,3.052,17.069,Y,2.135,59.83193,-174.24326,PO2726,104,106,7.6,0.4,320,44,15,1,0.015188352,0.013560869,69323,1,101,2,,,,,,,,,,848.0996974,,1
-9003,89,201201,161,3,0,7102012,1224,0.513,2.807,17.366,Y,2.207,59.66675,-174.46034,O-27,113,115,7.3,0.6,366,44,15,1,0.014212165,0.012472267,69323,1,118,2,,,,,,,,,,1375.208257,,1
-9003,89,201201,161,3,0,7102012,1224,0.513,2.807,17.366,Y,2.207,59.66675,-174.46034,O-27,113,115,7.3,0.6,366,44,15,1,0.014212165,0.012472267,69323,1,109,2,,,,,,,,,,1074.755706,,1
-9003,89,201201,161,3,0,7102012,1224,0.513,2.807,17.366,Y,2.207,59.66675,-174.46034,O-27,113,115,7.3,0.6,366,44,15,1,0.014212165,0.012472267,69323,1,113,2,,,,,,,,,,1202.106173,,1
-9004,89,201201,162,3,0,7102012,1501,0.522,2.891,17.22,Y,2.234,59.33313,-174.44357,N-27,119,121,6.9,1.1,366,44,15,1,0.014514406,0.012845502,69323,1,120,3,,,,,,,,,,1448.933185,,1
-9005,89,201201,163,3,0,7102012,1726,0.557,3.158,17.631,Y,,59.33267,-173.79605,N-26,108,110,7.1,0.4,366,44,15,1,0.016233311,0.014031856,69323,1,132,2,,,,,,,,,,1948.327552,,1
-9005,89,201201,163,3,0,7102012,1726,0.557,3.158,17.631,Y,,59.33267,-173.79605,N-26,108,110,7.1,0.4,366,44,15,1,0.016233311,0.014031856,69323,1,126,2,,,,,,,,,,1686.113709,,1
-9005,89,201201,163,3,0,7102012,1726,0.557,3.158,17.631,Y,,59.33267,-173.79605,N-26,108,110,7.1,0.4,366,44,15,1,0.016233311,0.014031856,69323,1,121,3,,,,,,,,,,1486.780796,,1
-9005,89,201201,163,3,0,7102012,1726,0.557,3.158,17.631,Y,,59.33267,-173.79605,N-26,108,110,7.1,0.4,366,44,15,1,0.016233311,0.014031856,69323,1,143,2,,,,,,,,,,2498.465338,,1
-9006,89,201201,164,3,0,7112012,712,0.512,2.922,17.298,Y,2.181,58.99813,-173.0896,M-25,105,107,7.1,0.3,366,44,15,2,0.014736493,0.012983244,69323,1,136,2,,,,,,,,,,2137.69728,,1
-9007,89,201201,165,3,0,7112012,936,0.498,2.762,17.378,Y,2.281,59.00176,-173.72809,M-26,115,117,7.2,0.9,366,44,15,2,0.013993988,0.01227232,69323,1,110,2,,,,,,,,,,1105.689868,,1
-9008,89,201201,166,3,0,7112012,1201,0.541,3.208,19.127,Y,1.408,59.00231,-174.36974,M-27,126,127,7.1,1.4,411,44,15,1,0.017889543,0.01425402,69323,1,127,3,,,,,,,,,,1728.041942,,1
-9008,89,201201,166,3,0,7112012,1201,0.541,3.208,19.127,Y,1.408,59.00231,-174.36974,M-27,126,127,7.1,1.4,411,44,15,1,0.017889543,0.01425402,69323,1,100,2,,,,,,,,,,822.2799809,,1
-8617,162,201201,150,3,0,7072012,1143,0.486,2.655,16.68,Y,2.036,60.33335,-171.34822,Q-22,64,66,4.7,-1.6,229,44,15,1,0.012911557,0.01179689,69323,,,,,,,,,,,,,,,
-8618,162,201201,151,3,0,7072012,1413,0.486,2.65,18.37,Y,1.792,60.65863,-171.42895,R-22,61,63,6.6,-1.5,229,44,15,1,0.014192963,0.011774674,69323,,,,,,,,,,,,,,,
-8619,162,201201,152,3,0,7072012,1638,0.491,2.665,17.876,Y,1.728,60.97687,-171.48992,S-22,58,60,6.7,-1.5,229,44,15,1,0.013889467,0.011841323,69323,,,,,,,,,,,,,,,
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,121,3,,,,,,,,,,1486.780796,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,123,3,,,,,,,,,,1564.476714,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,117,3,,,,,,,,,,1339.318794,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,115,3,,,,,,,,,,1269.455546,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,127,2,,,,,,,,,,1728.041942,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,88,2,,,,,,,,,,552.73709,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,68,2,,,,,,,,,,248.0838227,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,70,2,,,,,,,,,,271.4656307,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,84,2,,,,,,,,,,478.3474852,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,99,2,,,,,,,,,,796.9986341,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,77,2,,,,,,,,,,365.0299221,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,115,2,,,,,,,,,,1269.455546,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,89,2,,,,,,,,,,572.4881102,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,131,3,,,,,,,,,,1902.830752,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,120,3,,,,,,,,,,1448.933185,,1
-8709,162,201201,153,3,0,7082012,633,0.503,2.862,15.626,Y,2.32,60.17367,-172.32455,QP2423,55,57,3,-0.5,229,44,15,1,0.013038736,0.012716647,69323,1,105,3,,,,,,,,,,956.8816302,,1
-8710,162,201201,154,3,0,7082012,853,0.478,2.68,15.29,Y,2.237,59.98923,-172.58551,P-24,65,67,5.6,-1.4,229,44,15,1,0.01194704,0.011907972,69323,1,125,2,,,,,,,,,,1644.88083,,1
-8710,162,201201,154,3,0,7082012,853,0.478,2.68,15.29,Y,2.237,59.98923,-172.58551,P-24,65,67,5.6,-1.4,229,44,15,1,0.01194704,0.011907972,69323,1,86,2,,,,,,,,,,514.6311333,,1
-8711,162,201201,155,3,0,7082012,1050,0.491,2.641,16.62,Y,2,59.83696,-172.2527,PO2423,73,75,5.5,-1.3,274,44,15,1,0.012797274,0.011734684,69323,1,134,2,,,,,,,,,,2041.523616,,1
-8712,162,201201,156,3,0,7082012,1326,0.485,2.649,16.37,Y,2.094,59.82405,-172.88923,PO2524,79,81,5.4,-1.2,274,44,15,1,0.012642957,0.01177023,69323,1,123,3,,,,,,,,,,1564.476714,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,105,3,,,,,,,,,,956.8816302,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,2,75,2,0,0,0,,,,,,,372.6568631,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,81,1,,,,,,,,,,427.2363651,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,64,2,,,,,,,,,,205.4898016,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,95,3,,,,,,,,,,701.1378929,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,85,2,,,,,,,,,,496.2644523,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,79,2,,,,,,,,,,395.3037324,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,63,1,,,,,,,,,,195.676693,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,51,2,,,,,,,,,,101.483176,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,83,1,,,,,,,,,,460.874378,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,109,3,,,,,,,,,,1074.755706,,1
-8713,162,201201,157,3,0,7082012,1603,0.501,2.744,16.449,Y,2.117,60.1547,-172.9732,QP2524,57,59,4.5,-1.4,229,44,15,1,0.013159568,0.012192341,69323,1,130,1,,,,,,,,,,1858.059922,,1
